CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster,Final_Cluster,Segment_Label
12401.0,302,1,32.85,16.425,7,2.297069168643802,-0.8594113484539994,-1.0164521026593565,1,0,0,1,At-Risk Customers
12402.0,322,1,195.6,19.56,92,2.5150395218968704,-0.8594113484539994,-0.7185697804740047,1,0,0,1,At-Risk Customers
12403.0,49,1,92.9,46.45,22,-0.4602558000075132,-0.8594113484539994,-0.9065422197270654,2,0,2,2,New/Occasional Buyers
12405.0,148,1,1104.87,26.306428571428576,493,0.6186974485951755,-0.8594113484539994,0.9456726717132448,1,0,0,1,At-Risk Customers
12407.0,49,5,1085.01,17.78704918032787,850,-0.4602558000075132,0.8632245990295024,0.9093227920290596,0,0,1,0,Regular Average Customers
12408.0,32,8,1838.49,18.95350515463917,1046,-0.6455306002726214,2.155201559642129,2.2884218526755653,3,0,3,3,Regular Average Customers
12409.0,78,7,1631.05,54.36833333333333,465,-0.144198787790564,1.7245425727712531,1.908743149670162,3,0,1,3,Regular Average Customers
12410.0,300,2,270.48,18.032,176,2.2752721333184955,-0.4287523615831239,-0.5815164576768364,1,0,0,1,At-Risk Customers
12412.0,74,3,1115.04,19.91142857142857,728,-0.1877928584411777,0.0019066252877515,0.9642868850258404,0,0,2,0,Regular Average Customers
12413.0,66,3,545.2,17.58709677419355,268,-0.2749809997424051,0.0019066252877515,-0.0786947584402167,2,0,2,2,New/Occasional Buyers
12414.0,216,3,343.65,28.6375,165,1.3597966496556082,0.0019066252877515,-0.4475929583570073,1,0,0,1,At-Risk Customers
12417.0,2,11,2119.85,14.928521126760565,1248,-0.972486130152224,3.447178520254755,2.8033967845961216,3,0,3,3,Regular Average Customers
12418.0,112,1,418.16,16.7264,331,0.2263508127396523,-0.8594113484539994,-0.3112168488268655,2,0,2,2,New/Occasional Buyers
12420.0,63,1,380.3,19.015,182,-0.3076765527303653,-0.8594113484539994,-0.3805122387988312,2,0,2,2,New/Occasional Buyers
12421.0,15,5,606.8,15.169999999999998,428,-0.8308054005377296,0.8632245990295024,0.0340520989890775,0,0,1,0,Regular Average Customers
12422.0,95,3,645.3100000000001,17.440810810810813,364,0.0410760124745441,0.0019066252877515,0.1045371879436577,0,0,2,0,Regular Average Customers
12423.0,0,9,1525.41,13.619732142857144,1303,-0.9942831654775308,2.585860546513004,1.715389610403431,3,0,3,3,Regular Average Customers
12424.0,162,2,703.72,33.51047619047619,256,0.7712766958723234,-0.4287523615831239,0.2114453688275065,1,0,0,1,At-Risk Customers
12425.0,77,1,538.14,17.938,324,-0.1550973054532174,-0.8594113484539994,-0.0916167196975353,2,0,2,2,New/Occasional Buyers
12426.0,194,1,446.08,17.8432,247,1.1200292610772329,-0.8594113484539994,-0.2601147017582633,1,0,0,1,At-Risk Customers
12427.0,21,4,417.97,17.415416666666665,209,-0.7654142945618091,0.432565612158627,-0.3115646069910144,0,0,2,0,Regular Average Customers
12429.0,8,4,2313.04,30.03948051948052,1096,-0.9070950241763036,0.432565612158627,3.156993625290365,3,0,1,3,Regular Average Customers
12430.0,42,1,168.6,18.73333333333333,112,-0.5365454236460871,-0.8594113484539994,-0.7679880459056758,2,0,2,2,New/Occasional Buyers
12432.0,42,4,1909.68,26.896901408450702,768,-0.5365454236460871,0.432565612158627,2.4187213458637387,3,0,1,3,Regular Average Customers
12434.0,84,4,593.84,14.13904761904762,352,-0.0788076818146435,0.432565612158627,0.0103313315818754,0,0,2,0,Regular Average Customers
12435.0,267,1,78.0,39.0,40,1.9156210504509323,-0.8594113484539994,-0.9338137810208396,1,0,0,1,At-Risk Customers
12436.0,99,1,429.0100000000001,28.60066666666667,209,0.0846700831251578,-0.8594113484539994,-0.291358027347842,2,0,2,2,New/Occasional Buyers
12438.0,13,2,1753.12,22.47589743589744,934,-0.8526024358630364,-0.4287523615831239,2.1321686186051294,0,0,1,0,Regular Average Customers
12442.0,2,1,144.06,13.096363636363636,181,-0.972486130152224,-0.8594113484539994,-0.8129037582646838,2,0,2,2,New/Occasional Buyers
12444.0,20,5,2382.56,18.90920634920635,978,-0.7763128122244625,0.8632245990295024,3.284236507246283,3,0,1,3,Regular Average Customers
12445.0,21,1,77.4,25.8,60,-0.7654142945618091,-0.8594113484539994,-0.9349119646970988,2,0,2,2,New/Occasional Buyers
12446.0,57,1,734.36,16.319111111111113,326,-0.3730676587062859,-0.8594113484539994,0.2675259485618179,2,0,2,2,New/Occasional Buyers
12447.0,242,1,379.79,17.263181818181817,181,1.643158108884597,-0.8594113484539994,-0.3814456949236517,1,0,0,1,At-Risk Customers
12448.0,43,1,283.95,14.944736842105264,237,-0.5256469059834338,-0.8594113484539994,-0.5568622341448137,2,0,2,2,New/Occasional Buyers
12450.0,155,2,131.88,18.84,88,0.6949870722337494,-0.4287523615831239,-0.8351968868927488,1,0,0,1,At-Risk Customers
12452.0,16,2,285.67,14.2835,173,-0.8199068828750762,-0.4287523615831239,-0.5537141076062035,2,0,2,2,New/Occasional Buyers
12453.0,133,1,707.09,16.443953488372095,473,0.4552196836553741,-0.8594113484539994,0.2176135004758299,2,0,2,2,New/Occasional Buyers
12454.0,55,1,66.4,66.4,16,-0.3948646940315927,-0.8594113484539994,-0.9550453320951872,2,0,2,2,New/Occasional Buyers
12455.0,72,5,1201.86,18.21,796,-0.2095898937664845,0.8632245990295024,1.1231940629805703,0,0,1,0,Regular Average Customers
12456.0,43,4,1636.09,15.884368932038834,1161,-0.5256469059834338,0.432565612158627,1.9179678925507408,3,0,1,3,Regular Average Customers
12457.0,57,4,934.73,19.076122448979596,473,-0.3730676587062859,0.432565612158627,0.6342643872486315,0,0,2,0,Regular Average Customers
12458.0,70,2,612.38,19.754193548387097,358,-0.2313869290917914,-0.4287523615831239,0.0442652071782896,2,0,2,2,New/Occasional Buyers
12461.0,154,1,419.08,14.45103448275862,256,0.684088554571096,-0.8594113484539994,-0.3095329671899345,1,0,0,1,At-Risk Customers
12462.0,1,4,612.12,11.771538461538462,386,-0.9833846478148774,0.432565612158627,0.0437893275852439,0,0,2,0,Regular Average Customers
12463.0,45,7,1124.18,14.05225,746,-0.5038498706581269,1.7245425727712531,0.981015883027525,3,0,1,3,Regular Average Customers
12464.0,149,4,76.5,19.125,30,0.6295959662578289,0.432565612158627,-0.9365592402114878,1,0,0,1,At-Risk Customers
12465.0,7,3,613.1899999999999,13.04659574468085,421,-0.917993541838957,0.0019066252877515,0.0457477551412397,0,0,2,0,Regular Average Customers
12468.0,142,3,570.49,16.299714285714288,319,0.5533063426192549,0.0019066252877515,-0.0324063164858847,2,0,0,2,New/Occasional Buyers
12473.0,53,4,2199.49,14.861418918918918,1769,-0.4166617293568995,0.432565612158627,2.9491623645582807,3,0,1,3,Regular Average Customers
12475.0,53,1,561.9399999999999,18.127096774193543,324,-0.4166617293568995,-0.8594113484539994,-0.0480554338725807,2,0,2,2,New/Occasional Buyers
12478.0,3,1,479.59,14.9871875,225,-0.9615876124895706,-0.8594113484539994,-0.1987811434391779,2,0,2,2,New/Occasional Buyers
12479.0,3,3,396.45,12.788709677419355,359,-0.9615876124895706,0.0019066252877515,-0.3509527948461834,2,0,2,2,New/Occasional Buyers
12480.0,27,4,2266.94,16.668676470588235,1296,-0.7000231885858885,0.432565612158627,3.0726165128311043,3,0,1,3,Regular Average Customers
12483.0,16,10,1448.69,22.287538461538464,796,-0.8199068828750762,3.0165195333838795,1.5749685243324003,3,0,3,3,Regular Average Customers
12488.0,9,3,952.16,20.25872340425532,472,-0.8961965065136501,0.0019066252877515,0.6661666230439661,0,0,2,0,Regular Average Customers
12489.0,335,1,191.43,19.143,93,2.656720251511365,-0.8594113484539994,-0.7262021570240071,1,0,0,1,At-Risk Customers
12491.0,38,1,350.75,15.25,183,-0.5801394942967009,-0.8594113484539994,-0.4345977848546048,2,0,2,2,New/Occasional Buyers
12492.0,62,2,227.21,12.622777777777776,190,-0.3185750703930188,-0.4287523615831239,-0.6607138037964072,2,0,2,2,New/Occasional Buyers
12493.0,165,2,332.91,18.495,167,0.8039722488602836,-0.4287523615831239,-0.4672504461620497,1,0,0,1,At-Risk Customers
12494.0,15,10,931.65,13.70073529411765,676,-0.8308054005377296,3.0165195333838795,0.628627044377167,3,0,3,3,Regular Average Customers
12497.0,81,1,20.4,20.4,24,-0.1115032348026037,-0.8594113484539994,-1.0392394139417382,2,0,2,2,New/Occasional Buyers
12498.0,20,3,349.70000000000005,16.652380952380955,156,-0.7763128122244625,0.0019066252877515,-0.4365196062880586,2,0,2,2,New/Occasional Buyers
12500.0,35,9,474.74,17.582962962962963,214,-0.6128350472846611,2.585860546513004,-0.2076581281556077,0,0,1,0,Regular Average Customers
12501.0,314,2,1816.95,12.27668918918919,1581,2.4278513805956434,-0.4287523615831239,2.2489970586978543,1,1,0,1,At-Risk Customers
12502.0,95,5,1511.32,16.607912087912087,606,0.0410760124745441,0.8632245990295024,1.689600597072607,3,0,1,3,Regular Average Customers
12504.0,29,1,60.0,30.0,48,-0.6782261532605817,-0.8594113484539994,-0.9667592913086204,2,0,2,2,New/Occasional Buyers
12505.0,300,1,-4.5,-4.5,-1,2.2752721333184955,-0.8594113484539994,-1.0848140365065015,1,0,0,1,At-Risk Customers
12506.0,232,1,57.6,2.742857142857143,21,1.5341729322580626,-0.8594113484539994,-0.9711520260136576,1,0,0,1,At-Risk Customers
12507.0,155,3,342.0,26.307692307692307,168,0.6949870722337494,0.0019066252877515,-0.4506129634667205,1,0,0,1,At-Risk Customers
12508.0,25,2,397.88,5.851176470588236,271,-0.7218202239111954,-0.4287523615831239,-0.348335457084432,2,0,2,2,New/Occasional Buyers
12509.0,283,1,124.5,24.9,50,2.089997333053387,-0.8594113484539994,-0.848704546110739,1,0,0,1,At-Risk Customers
12510.0,142,2,620.05,21.38103448275862,295,0.5533063426192549,-0.4287523615831239,0.0583036551731384,2,0,2,2,New/Occasional Buyers
12512.0,65,2,124.23,4.141,95,-0.2858795174050585,-0.4287523615831239,-0.8491987287650556,2,0,2,2,New/Occasional Buyers
12513.0,84,2,494.54,14.545294117647058,450,-0.0788076818146435,-0.4287523615831239,-0.1714180668390489,2,0,2,2,New/Occasional Buyers
12514.0,266,1,779.68,17.72,416,1.904722532788279,-0.8594113484539994,0.3504754222419415,1,0,0,1,At-Risk Customers
12516.0,77,2,270.48,24.58909090909091,186,-0.1550973054532174,-0.4287523615831239,-0.5815164576768364,2,0,2,2,New/Occasional Buyers
12517.0,27,5,2138.9,8.010861423220975,1313,-0.7000231885858885,0.8632245990295024,2.8382641163173568,3,0,1,3,Regular Average Customers
12518.0,0,5,1750.09,15.351666666666668,1296,-0.9942831654775308,0.8632245990295024,2.1266227910400195,3,0,1,3,Regular Average Customers
12519.0,63,1,242.84,16.189333333333334,168,-0.3076765527303653,-0.8594113484539994,-0.6321061190298509,2,0,2,2,New/Occasional Buyers
12520.0,78,6,2046.26,14.936204379562044,1391,-0.144198787790564,1.293883585900378,2.6687045567029117,3,0,1,3,Regular Average Customers
12521.0,142,1,499.03,14.67735294117647,301,0.5533063426192549,-0.8594113484539994,-0.1631999923283747,2,0,2,2,New/Occasional Buyers
12522.0,38,2,152.72,16.968888888888888,92,-0.5801394942967009,-0.4287523615831239,-0.7970533072040069,2,0,2,2,New/Occasional Buyers
12524.0,8,8,1719.21,18.486129032258063,1254,-0.9070950241763036,2.155201559642129,2.0701029378352045,3,0,1,3,Regular Average Customers
12526.0,0,3,1074.46,17.054920634920634,614,-0.9942831654775308,0.0019066252877515,0.8900130623881659,0,0,2,0,Regular Average Customers
12527.0,81,3,296.71000000000004,18.544375,229,-0.1115032348026037,0.0019066252877515,-0.5335075279630312,2,0,2,2,New/Occasional Buyers
12528.0,8,8,1110.43,17.083538461538463,683,-0.9070950241763036,2.155201559642129,0.9558491737799146,3,0,1,3,Regular Average Customers
12530.0,59,5,1012.77,18.755,553,-0.351270623380979,0.8632245990295024,0.7771014774074324,0,0,1,0,Regular Average Customers
12531.0,14,1,95.27,5.954375,44,-0.841703918200383,-0.8594113484539994,-0.9022043942058408,2,0,2,2,New/Occasional Buyers
12532.0,29,1,297.33000000000004,21.237857142857145,149,-0.6782261532605817,-0.8594113484539994,-0.5323727381642299,2,0,2,2,New/Occasional Buyers
12534.0,130,1,828.73,15.067818181818184,630,0.4225241306674139,-0.8594113484539994,0.4402519377761444,2,0,2,2,New/Occasional Buyers
12535.0,91,2,577.85,20.6375,203,-0.0025180581760695,-0.4287523615831239,-0.0189352633904365,2,0,2,2,New/Occasional Buyers
12538.0,28,1,258.75,16.171875,179,-0.6891246709232351,-0.8594113484539994,-0.6029859485477068,2,0,2,2,New/Occasional Buyers
12541.0,29,3,721.38,16.030666666666665,629,-0.6782261532605817,0.0019066252877515,0.2437685750320736,0,0,2,0,Regular Average Customers
12544.0,29,2,267.9,14.883333333333333,126,-0.6782261532605817,-0.4287523615831239,-0.5862386474847516,2,0,2,2,New/Occasional Buyers
12545.0,74,2,698.8,17.47,468,-0.1877928584411777,-0.4287523615831239,0.2024402626821796,2,0,2,2,New/Occasional Buyers
12546.0,46,2,969.58,15.1496875,528,-0.4929513529954735,-0.4287523615831239,0.6980505557780295,0,0,2,0,Regular Average Customers
12547.0,197,2,151.79999999999998,25.3,132,1.1527248140651931,-0.4287523615831239,-0.7987371888409381,1,0,0,1,At-Risk Customers
12548.0,165,1,67.19999999999999,16.799999999999997,48,0.8039722488602836,-0.8594113484539994,-0.953581087193508,1,0,0,1,At-Risk Customers
12550.0,78,1,748.88,14.40153846153846,555,-0.144198787790564,-0.8594113484539994,0.2941019935272944,2,0,2,2,New/Occasional Buyers
12552.0,39,1,165.47,18.385555555555555,70,-0.5692409766340475,-0.8594113484539994,-0.7737169040834955,2,0,2,2,New/Occasional Buyers
12556.0,49,2,513.66,4.627567567567567,346,-0.4602558000075132,-0.4287523615831239,-0.1364226136889172,2,0,2,2,New/Occasional Buyers
12558.0,1,2,133.32,8.3325,92,-0.9833846478148774,-0.4287523615831239,-0.8325612460697264,2,0,2,2,New/Occasional Buyers
12559.0,319,1,301.41,18.838125,205,2.48234396890891,-0.8594113484539994,-0.5249050891656662,1,0,0,1,At-Risk Customers
12560.0,4,3,1723.62,17.065544554455446,1027,-0.9506890948269172,0.0019066252877515,2.078174587855711,0,0,1,0,Regular Average Customers
12561.0,302,1,207.05,14.789285714285716,173,2.297069168643802,-0.8594113484539994,-0.6976127753187218,1,0,0,1,At-Risk Customers
12564.0,260,1,336.15,19.773529411764702,125,1.8393314268123584,-0.8594113484539994,-0.4613202543102493,1,0,0,1,At-Risk Customers
12565.0,281,2,131.17,13.117,75,2.0682002977280805,-0.4287523615831239,-0.8364964042429891,1,0,0,1,At-Risk Customers
12566.0,72,2,217.18,14.478666666666667,207,-0.2095898937664845,-0.4287523615831239,-0.6790717742512096,2,0,2,2,New/Occasional Buyers
12571.0,39,2,489.37,15.2928125,451,-0.5692409766340475,-0.4287523615831239,-0.1808807495161503,2,0,2,2,New/Occasional Buyers
12572.0,8,3,647.92,12.9584,390,-0.9070950241763036,0.0019066252877515,0.1093142869353857,0,0,2,0,Regular Average Customers
12573.0,226,1,150.59,5.577407407407407,83,1.4687818262821422,-0.8594113484539994,-0.8009518592547277,1,0,0,1,At-Risk Customers
12574.0,315,1,162.55,18.061111111111117,57,2.4387498982582967,-0.8594113484539994,-0.7790613979746245,1,0,0,1,At-Risk Customers
12576.0,35,6,1216.46,14.481666666666667,912,-0.6128350472846611,1.293883585900378,1.1499165324362146,3,0,1,3,Regular Average Customers
12577.0,34,3,570.65,4.018661971830986,463,-0.6237335649473146,0.0019066252877515,-0.0321134675055489,0,0,2,0,Regular Average Customers
12578.0,20,4,2201.81,19.659017857142857,1108,-0.7763128122244625,0.432565612158627,2.9534086747731507,3,0,1,3,Regular Average Customers
12579.0,72,2,317.42,12.6968,270,-0.2095898937664845,-0.4287523615831239,-0.4956018880708123,2,0,2,2,New/Occasional Buyers
12580.0,246,1,379.7,16.508695652173913,236,1.6867521795352105,-0.8594113484539994,-0.3816104224750906,1,0,0,1,At-Risk Customers
12581.0,39,1,169.76,13.058461538461538,159,-0.5692409766340475,-0.8594113484539994,-0.7658648907982412,2,0,2,2,New/Occasional Buyers
12582.0,238,2,313.92,17.44,200,1.5995640382339833,-0.4287523615831239,-0.5020079595156586,1,0,0,1,At-Risk Customers
12585.0,233,4,1188.61,14.857625,956,1.545071449920716,0.432565612158627,1.098942506796509,1,0,0,1,At-Risk Customers
12586.0,16,1,186.54,18.654000000000003,78,-0.8199068828750762,-0.8594113484539994,-0.7351523539855209,2,0,2,2,New/Occasional Buyers
12587.0,7,1,104.0,34.666666666666664,50,-0.917993541838957,-0.8594113484539994,-0.8862258217162672,2,0,2,2,New/Occasional Buyers
12588.0,38,1,79.65,15.93,43,-0.5801394942967009,-0.8594113484539994,-0.9307937759111262,2,0,2,2,New/Occasional Buyers
12589.0,28,2,417.28,16.049230769230768,288,-0.6891246709232351,-0.4287523615831239,-0.3128275182187127,2,0,2,2,New/Occasional Buyers
12590.0,189,2,874.38,62.455714285714286,238,1.0655366727639657,-0.4287523615831239,0.5238054124782108,1,0,0,1,At-Risk Customers
12591.0,316,1,323.1,14.686363636363636,220,2.44964841592095,-0.8594113484539994,-0.4852057492688903,1,0,0,1,At-Risk Customers
12592.0,91,2,350.6,25.042857142857144,228,-0.0025180581760695,-0.4287523615831239,-0.4348723307736696,2,0,2,2,New/Occasional Buyers
12593.0,108,3,382.1,19.105,204,0.1827567420890386,0.0019066252877515,-0.3772176877700532,2,0,0,2,New/Occasional Buyers
12596.0,50,2,288.27,16.015,234,-0.4493572823448598,-0.4287523615831239,-0.5489553116757463,2,0,2,2,New/Occasional Buyers
12597.0,18,5,2452.83,14.344035087719298,1667,-0.7981098475497693,0.8632245990295024,3.412852118797525,3,0,1,3,Regular Average Customers
12598.0,9,7,2103.43,20.032666666666664,1361,-0.8961965065136501,1.7245425727712531,2.773343157989157,3,0,1,3,Regular Average Customers
12599.0,28,7,764.38,14.699615384615385,816,-0.6891246709232351,1.7245425727712531,0.3224717384973278,0,0,1,0,Regular Average Customers
12600.0,28,9,1996.22,39.14156862745098,632,-0.6891246709232351,2.585860546513004,2.5771160381028806,3,0,3,3,Regular Average Customers
12601.0,189,6,364.01,16.545909090909092,202,1.0655366727639657,1.293883585900378,-0.4103279256092729,0,0,0,0,Regular Average Customers
12602.0,58,1,129.22,11.747272727272728,160,-0.3621691410436324,-0.8594113484539994,-0.8400655011908319,2,0,2,2,New/Occasional Buyers
12604.0,78,2,236.18,15.745333333333331,200,-0.144198787790564,-0.4287523615831239,-0.6442959578363299,2,0,2,2,New/Occasional Buyers
12607.0,57,2,379.1,2.2431952662721897,541,-0.3730676587062859,-0.4287523615831239,-0.3827086061513499,2,0,2,2,New/Occasional Buyers
12609.0,77,3,846.11,16.9222,533,-0.1550973054532174,0.0019066252877515,0.4720626582651239,0,0,2,0,Regular Average Customers
12610.0,22,6,1438.09,15.978777777777776,995,-0.7545157768991556,1.293883585900378,1.5555672793851516,3,0,1,3,Regular Average Customers
12611.0,51,1,924.52,15.669830508474575,632,-0.4384587646822064,-0.8594113484539994,0.6155769616909513,2,0,2,2,New/Occasional Buyers
12612.0,57,2,593.5500000000001,31.23947368421053,213,-0.3730676587062859,-0.4287523615831239,0.0098005428050168,2,0,2,2,New/Occasional Buyers
12614.0,277,1,218.15,15.582142857142856,65,2.0246062270774665,-0.8594113484539994,-0.6772963773079237,1,0,0,1,At-Risk Customers
12615.0,1,4,1552.99,18.058023255813957,977,-0.9833846478148774,0.432565612158627,1.7658694533888195,0,0,1,0,Regular Average Customers
12616.0,94,3,368.55,13.65,243,0.0301774948118907,0.0019066252877515,-0.4020183357922438,2,0,2,2,New/Occasional Buyers
12617.0,28,1,333.08,8.54051282051282,208,-0.6891246709232351,-0.8594113484539994,-0.466939294120443,2,0,2,2,New/Occasional Buyers
12618.0,21,1,121.41,13.49,93,-0.7654142945618091,-0.8594113484539994,-0.8543601920434747,2,0,2,2,New/Occasional Buyers
12619.0,15,11,644.27,12.8854,685,-0.8308054005377296,3.447178520254755,0.1026336695714747,3,0,3,3,Regular Average Customers
12620.0,14,3,1100.14,13.751749999999998,838,-0.841703918200383,0.0019066252877515,0.9370153237320662,0,0,2,0,Regular Average Customers
12622.0,231,1,123.85,15.48125,65,1.5232744145954094,-0.8594113484539994,-0.8498942450933532,1,0,0,1,At-Risk Customers
12623.0,275,1,269.1,15.829411764705885,189,2.00280919175216,-0.8594113484539994,-0.5840422801322328,1,0,0,1,At-Risk Customers
12624.0,105,2,492.78,15.896129032258065,342,0.1500611891010783,-0.4287523615831239,-0.174639405622743,2,0,2,2,New/Occasional Buyers
12625.0,211,3,1613.92,20.96,1291,1.305304061342341,0.0019066252877515,1.8773900057129576,0,0,0,0,Regular Average Customers
12628.0,3,4,648.61,17.068684210526317,400,-0.9615876124895706,0.432565612158627,0.1105771981630841,0,0,2,0,Regular Average Customers
12630.0,9,2,905.08,16.456,530,-0.8961965065136501,-0.4287523615831239,0.5799958105801482,0,0,2,0,Regular Average Customers
12631.0,56,1,396.0,15.84,222,-0.3839661763689393,-0.8594113484539994,-0.351776432603378,2,0,2,2,New/Occasional Buyers
12633.0,58,5,1356.59,15.07322222222222,794,-0.3621691410436324,0.8632245990295024,1.4063973300265884,0,0,1,0,Regular Average Customers
12635.0,89,2,1357.69,15.085444444444445,1001,-0.0243150935013763,-0.4287523615831239,1.4084106667663974,0,0,0,0,Regular Average Customers
12638.0,32,1,498.25,13.466216216216216,541,-0.6455306002726214,-0.8594113484539994,-0.1646276311075118,2,0,2,2,New/Occasional Buyers
12639.0,238,1,325.3,18.072222222222223,194,1.5995640382339833,-0.8594113484539994,-0.4811790757892727,1,0,0,1,At-Risk Customers
12640.0,23,3,609.53,16.93138888888889,263,-0.7436172592365022,0.0019066252877515,0.0390488347160576,0,0,2,0,Regular Average Customers
12641.0,114,1,128.9,16.1125,69,0.2481478480649591,-0.8594113484539994,-0.8406511991515037,2,0,0,2,New/Occasional Buyers
12642.0,24,3,743.77,19.07102564102564,457,-0.7327187415738488,0.0019066252877515,0.2847491292178188,0,0,2,0,Regular Average Customers
12643.0,220,2,73.28,24.426666666666662,50,1.4033907203062217,-0.4287523615831239,-0.9424528259407464,1,0,0,1,At-Risk Customers
12644.0,129,1,417.12,15.44888888888889,284,0.4116256130047604,-0.8594113484539994,-0.3131203671990484,2,0,2,2,New/Occasional Buyers
12645.0,33,5,1386.38,21.32892307692308,884,-0.634632082609968,0.8632245990295024,1.460922149552866,0,0,1,0,Regular Average Customers
12646.0,4,2,838.16,24.651764705882357,454,-0.9506890948269172,-0.4287523615831239,0.4575117245546872,0,0,2,0,Regular Average Customers
